Subject,Body,label
"Is that it, Jaycelat1on?","( https://tryhackme.com/recommend/last-room?utm_source=cio&utm_medium=email&utm_campaign=reengage3days )( https://tryhackme.com/recommend/last-room?utm_source=cio&utm_medium=email&utm_campaign=reengage3days )  ********************** Come back to TryHackMe **********************  Hey Jaycelat1on, are you done learning cyber security? Get back to your training and build a habit!  Continue Learning ( https://tryhackme.com/recommend/last-room?utm_source=cio&utm_medium=email&utm_campaign=reengage3days )  Here's our most popular room to get you back into the swing of things:  ( https://tryhackme.com/room/offensivesecurityintro?utm_source=cio&utm_medium=email&utm_campaign=reengage3days )  ************************ Offensive Security Intro ************************  Hack your first website (legally in a safe environment) and experience an ethical hacker's job.  Go To Walkthrough Room ( https://tryhackme.com/room/offensivesecurityintro?utm_source=cio&utm_medium=email&utm_campaign=reengage3days ) Discord ( https://discord.com/invite/tryhackme )Facebook ( https://www.facebook.com/Try-Hack-Me-101040432182368 )Twitter ( https://twitter.com/RealTryHackMe )Instagram ( https://www.instagram.com/realtryhackme/ )LinkedIn ( https://www.linkedin.com/company/tryhackme/ )TikTok ( https://www.tiktok.com/@tryhackmeofficial ) Copyright © TryHackMe. All rights reserved.  Terms ( https://tryhackme.com/terms ) | Contact Us ( https://tryhackme.com/contact )| ( http://track.customer.io/unsubscribe/dgTK1QUAAO_7kgHu-5IBAZZ3yivwOsIH8R8qkkkQ3w== )Unsubscribe ( http://track.customer.io/unsubscribe/dgTK1QUAAO_7kgHu-5IBAZZ3yivwOsIH8R8qkkkQ3w== )",-1
"Tạ Công Tuấn Kiệt sent a message to the group conversation ""BTL mật mã cơ sở"".","Hi Tài,  Tạ Công Tuấn Kiệt sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS3Ccd6tZR6tZODXxe4&u=61550245542793∣=633c33ce6bdd3G37fac8857b89G633c3867cc0a5G0ⅇ=Af8n4zr2CS4tIvpXmL1o0Aq6L6L0YxoeZq6tN5awQhw-QI-q1dkpRN9W8BSyXBs3TC8MEpfwECyBU2L2NhIoiTc Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633c33ce6bdd3G37fac8857b89G633c3867cc0a5G0",-1
"""Balkan Passport Strength""",,-1
"Đồng Gia Bảo sent a message to the group conversation ""D22CQAT03-B <3"".","Hi Tài,  Đồng Gia Bảo sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS0JL6OUU5nMF6WeikQ&u=61550245542793∣=633c2f418ebdaG37fac8857b89G633c33daeeeacG0ⅇ=Af_2bblfcLcG5C4BoyfJZjrnb260MJkns6LJ6E5Fq9TpIN8TthHJff-JbFXpM_xNKYOeRjO1-9l2DcxnACIUp0o Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633c2f418ebdaG37fac8857b89G633c33daeeeacG0",-1
"Duc Tai, start a conversation with your new connection, Quoc Trung","----------------------------------------  This email was intended for Duc Tai Dang (--) Learn why we included this: https://www.linkedin.com/help/linkedin/answer/4788?lang=en&lipi=urn%3Ali%3Apage%3Aemail_email_accept_invite_single_01%3BOoMqoueQRzuvffuvecSH1g%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2pGP0-TQlv-bI1&trk=eml-email_accept_invite_single_01-SecurityHelp-0-textfooterglimmer&trkEmail=eml-email_accept_invite_single_01-SecurityHelp-0-textfooterglimmer-null-i8mwdi~m9zpj4xe~9w-null-null&eid=i8mwdi-m9zpj4xe-9w&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUyYjM4OWNmZDg0Nzk5YTk4ZTZmN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5NDViNmVhZDY0ZjlmZTk4MDFmNzUxMzc1MjAwMGNjMjgxYmU5MDFjMzhiNjk1ODFiLDEsMQ%3D%3D Accepted invitation  Unsubscribe: https://www.linkedin.com/comm/psettings/email-unsubscribe?lipi=urn%3Ali%3Apage%3Aemail_email_accept_invite_single_01%3BOoMqoueQRzuvffuvecSH1g%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2pGP0-TQlv-bI1&trk=eml-email_accept_invite_single_01-unsubscribe-0-textfooterglimmer&trkEmail=eml-email_accept_invite_single_01-unsubscribe-0-textfooterglimmer-null-i8mwdi~m9zpj4xe~9w-null-null&eid=i8mwdi-m9zpj4xe-9w&loid=AQFLhgNVZfONhAAAAZZ3g_xVDeMtzRx8B-zPZGVQh9jAycdLTWDcqR_dbk464ODc5c3V_actKOzrP_ioAUAqtbxidFQFnianIeBa0sa8Oh3cfQ Help: https://www.linkedin.com/help/linkedin/answer/67?lang=en&lipi=urn%3Ali%3Apage%3Aemail_email_accept_invite_single_01%3BOoMqoueQRzuvffuvecSH1g%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2pGP0-TQlv-bI1&trk=eml-email_accept_invite_single_01-help-0-textfooterglimmer&trkEmail=eml-email_accept_invite_single_01-help-0-textfooterglimmer-null-i8mwdi~m9zpj4xe~9w-null-null&eid=i8mwdi-m9zpj4xe-9w&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUyYjM4OWNmZDg0Nzk5YTk4ZTZmN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5NDViNmVhZDY0ZjlmZTk4MDFmNzUxMzc1MjAwMGNjMjgxYmU5MDFjMzhiNjk1ODFiLDEsMQ%3D%3D  © 2025 LinkedIn Corporation, 1zwnj000 West Maude Avenue, Sunnyvale, CA 94085. LinkedIn and the LinkedIn logo are registered trademarks of LinkedIn.",-1
New login to X from ChromeMobileAndroid on Android,X  We noticed a login to your account @JxyceDang from a new device. Was this you?  New login  Location  Unknown location *Location is approximate based on the login's IP address.  Device          ChromeMobileAndroid on Android  If this was you You can ignore this message. There's no need to take any action.  If this wasn’t you  Complete these steps now to protect your account.  Change your password. You'll be logged out of all your active X sessions except the one you're using at this time. > https://twitter.com/account/confirm_email_reset?reset_type=e&password_reset_cause=login_notification&user_id=1765320886432006144&token=GBj3I9q8Z3KZ1Bqwf_YomvO%21qRNRinDbKoy9ojReaOY%3D-1745740685720&token_version=0&confirm_pending_email=0  Review the apps that have access to your account and revoke access to any unfamiliar apps. Learn more. > https://help.x.com/managing-your-account/connect-or-revoke-access-to-third-party-apps  > https://x.com/settings/applications,-1
Are you the “T. Đặng” mentioned in Chemistry papers?,"Dear Tài,  The name “T. Đặng” was mentioned in a Chemistry paper uploaded to Academia.  Follow the link below to see all of your mentions:  https://www.academia.edu/keypass/b1lZRmRxbU9oV0JPcTJlU3QwSnlDZERjUWpTaGt5UmxCdEY3anRVYU5tWT0tLWlndFBJRFhraXRiK05ycUZCSjZ5Mmc9PQ==--d1bd043a4ae48a8a34c008eaa7f9ab47fdef24e7/t/vPCnk-Sx1vpXN-byfRHT/upgrade?feature=name_mentions&mentions_color=ri%3AChemistry&trigger=new-name-mentions  -----  Follow the link below to disable these notifications:  https://academia.edu/keypass/b1lZRmRxbU9oV0JPcTJlU3QwSnlDZERjUWpTaGt5UmxCdEY3anRVYU5tWT0tLWlndFBJRFhraXRiK05ycUZCSjZ5Mmc9PQ==--d1bd043a4ae48a8a34c008eaa7f9ab47fdef24e7/t/vPCnk-Sx1vpXN-byfRHT/confirm_unsubscribe/new_mentions  Academia.edu, 580 California St., Suite 400, San Francisco, CA, 94104",-1
"Nguyenn Anh Tu sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân nh...","Hi Tài,  Nguyenn Anh Tu sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS0G9NOvJSusec4rm8w&u=61550245542793∣=633b91f431dd2G37fac8857b89G633b968d920a4G0ⅇ=Af8PDStyuh3rQv0doBtANZtqhLVT21UlBJdvV2y9_I1UuZIW6PW1Zi6zigzIE6ElElYtkh7LBFNj3DWx_YZuZ6I Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633b91f431dd2G37fac8857b89G633b968d920a4G0",-1
"Bug Hunting for Real: Tools, Tactics, and Truths No One Talks About | Ehtesham Ul Haq","Stories for Jaycelati0n @jaycedang0601 (https://medium.com/@jaycedang0601?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372) ·Become a member (https://medium.com/plans?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372)  Today's highlights  Ehtesham Ul Haq (https://medium.com/@ehteshamulhaq198?source=email-01ce982f528e-1745694505125-digest.reader--661f6786d5b3----0-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  Bug Hunting for Real: Tools, Tactics, and Truths No One Talks About Let's Skip the ""Sign Up on HackerOne"" Talk  6 min read 376 6  Iski (https://medium.com/@iski?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-2b58e1fffaa3----1-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-2b58e1fffaa3----1-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  404 to 0wnage: How a Broken Link Led Me to Admin Panel Access 🚪💻 Hey there!😁  4 min read 35 6  Philip Mocz (https://medium.com/@philip-mocz?source=email-01ce982f528e-1745694505125-digest.reader-5517fd7b58a6-5868c71be866----2-102------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inLevel Up Coding (https://medium.com/gitconnected?source=email-01ce982f528e-1745694505125-digest.reader-5517fd7b58a6-5868c71be866----2-102------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  Create Your Own Differentiable N-body Simulation (With Python/JAX) For today's recreational coding exercise, we revisit…  6 min read 321 1  Abhijeet Kumawat (https://medium.com/@Abhijeet_kumawat_?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-5140f8a5b22b----3-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-5140f8a5b22b----3-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  ❌ Top 10 Mistakes Beginners Make in Bug Bounty - Avoid These! Free Article Link  4 min read 45 5  Abhijeet Kumawat (https://medium.com/@Abhijeet_kumawat_?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-19f15bb3bcc3----4-109------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-19f15bb3bcc3----4-109------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  🔥Burp Suite Beyond Basics: Hidden Features That Save Time and Find More Bugs 📌Free Article Link  5 min read 96 6  Ismail Tasdelen (https://medium.com/@ismailtasdelen?source=email-01ce982f528e-1745694505125-digest.reader--9682bf5ff1c5----5-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  🎣 Phishing 2.0 - How Attackers Are Abusing Google Sites and DKIM Replay to… In April 2025, a sophisticated phishing campaign was…  3 min read 1 1  loyalonlytoday (https://medium.com/@loyalonlytoday?source=email-01ce982f528e-1745694505125-digest.reader-2983bc435765-fd74575e8ff3----6-109------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inOSINT Team (https://medium.com/the-first-digit?source=email-01ce982f528e-1745694505125-digest.reader-2983bc435765-fd74575e8ff3----6-109------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  Telegram bots for OSINT Use these bots for your OSINT investigations  2 min read 218 2  Jawstar (https://medium.com/@jawstar?source=email-01ce982f528e-1745694505125-digest.reader-e7e77a7c315c-b1d092166477----7-83------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inCYBER ULTRA INSTINCT (https://medium.com/pen-te3h?source=email-01ce982f528e-1745694505125-digest.reader-e7e77a7c315c-b1d092166477----7-83------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  Next.js: CVE-2025–29927 Tryhackme Write-up Explore an authorization bypass vulnerability in…  5 min read 11  Abhijeet Kumawat (https://medium.com/@Abhijeet_kumawat_?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-f80f66587b2c----8-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1745694505125-digest.reader-7b722bfd1b8d-f80f66587b2c----8-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  🔓 Authentication Bypass Using Logic Flaws - Real Example + Fixes Free Article Link  4 min read 40 2  Francesco Pastore (https://medium.com/@2h3ph3rd?source=email-01ce982f528e-1745694505125-digest.reader--22a0f68215a3----9-83------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  THM - Lookup A writeup for the room Lookup on TryHackMe  7 min read 5  Ahmad Javed (https://medium.com/@ahmadjaved09?source=email-01ce982f528e-1745694505125-digest.reader-35e63bb1d2ad-36e08d92c6b9----10-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inMeetCyber (https://medium.com/meetcyber?source=email-01ce982f528e-1745694505125-digest.reader-35e63bb1d2ad-36e08d92c6b9----10-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  Metasploit for Beginners: How to Hack Ethically (Without Ending Up in… From Curiosity to Mastery: Your No-Fluff Guide to the…  5 min read 104  CyferNest Sec (https://medium.com/@cyfernest?source=email-01ce982f528e-1745694505125-digest.reader--a58f3f2a2222----11-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  Google Dorking: Hacking the Internet Like a Pro (Or a Nosy Neighbor) Ever wondered how hackers, pentesters, and your overly…  3 min read 1  Axoloth (https://medium.com/@axoloth?source=email-01ce982f528e-1745694505125-digest.reader-6b1e1ba15c62-ac0d6e9ba8e5----12-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inT3CH (https://medium.com/h7w?source=email-01ce982f528e-1745694505125-digest.reader-6b1e1ba15c62-ac0d6e9ba8e5----12-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  TryHackMe | Logs Fundamentals | WriteUp Learn what logs are and how to analyze them for…  2 min read 50  Astik Rawat (https://medium.com/@astikrawat?source=email-01ce982f528e-1745694505125-digest.reader--a72fb918c0f7----13-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  The Kali Linux Certified Professional (KLCP) : My Review Hi there, I'm back with a certification that's been my…  3 min read 51  Ansul Kotadia (https://medium.com/@ansul71098?source=email-01ce982f528e-1745694505125-digest.reader-6b1e1ba15c62-a0f81cfab7a4----14-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1) inT3CH (https://medium.com/h7w?source=email-01ce982f528e-1745694505125-digest.reader-6b1e1ba15c62-a0f81cfab7a4----14-98------------------aaea020e_64c0_4f74_bf37_adb556907372-1)  Billing: TryHackMe Writeup Hacking the Books (Literally) 📜💸  4 min read 59  See more of what you like and less of what you don't. Control your recommendations (https://medium.com/me/missioncontrol?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372)  Read from anywhere.  Sent by Medium (https://medium.com/?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372) ·3500 South DuPont Highway, Suite IQ-101, Dover, DE 19901 Unsubscribe (https://medium.com/me/email-settings/01ce982f528e/cee4f0bac0d1?type=social&source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372)  from this type of email·Switch to the Weekly Digest (https://medium.com/me/email-settings/01ce982f528e/cee4f0bac0d1?type=social&preference=2&source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372) ·Careers (https://medium.com/jobs-at-medium/work-at-medium-959d1a85284e?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372) ·Help Center (https://help.medium.com/hc/en-us?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372) ·Privacy Policy (https://policy.medium.com/medium-privacy-policy-f03bf92035c9?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372) ·Terms of service (https://policy.medium.com/medium-terms-of-service-9db0094a1e0f?source=email-01ce982f528e-1745694505125-digest.reader-------------------------aaea020e_64c0_4f74_bf37_adb556907372)",-1
"Đặng Trần Hồng Hà sent a message to the group conversation ""CS-DMZ"".","Hi Tài,  Đặng Trần Hồng Hà sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS00XpQTKE_Sbyqn4EU&u=61550245542793∣=633b344ead0e6G37fac8857b89G633b38e80d3b8G0ⅇ=Af8_k04JknZqCD3rA5CAMVovjuIK46uwBfBdnPGFem78r6qmoANHDyg9Ne88jFBmFA2BBcBJjydp6evM5WMgog4 Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633b344ead0e6G37fac8857b89G633b38e80d3b8G0",-1
"""Is there any Balkaner here who believes thei...""",,-1
"Nguyenn Anh Tu sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân nh...","Hi Tài,  Nguyenn Anh Tu sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS1lke68eOdEm-03AIQ&u=61550245542793∣=633aebec9564cG37fac8857b89G633af085f591eG0ⅇ=Af-YhgmRVVIRoLqAr4fb5fqdvitRUMAMnUn7CXeh5GSmk5akVCZrXIyCowai6ctS1n_I0q9nu5MfpvcG__BVjLg Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633aebec9564cG37fac8857b89G633af085f591eG0",-1
[Mega Hiring] Hexaware is hiring for 170+ openings!,"Jayce, get application link inside!  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏  ﻿ ͏Hey Jayce,This is your reminder to apply at Hexaware. There are more than 170+ job openings across domains and experience levels!Roles include: Gen AI Developer Associate, Big Data Engineer, Full Stack Engineer, Business Analyst, Finance, Customer support, Operations, Digital CRM Consultant…and many more!Application LinkAll the best,Team UnstopUnsubscribe Here",-1
"Nguyễn Hải Khánh sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân...","Hi Tài,  Nguyễn Hải Khánh sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS01kWdaipq3N1xN7qs&u=61550245542793∣=633ad8979a8f7G37fac8857b89G633add30fabc9G0ⅇ=Af83EvMUlM1RHtDEF1HavFiGSiQ8izax_n3rq5Xl8eyAhfGUjEKvXxNE0V4idA0bvNTMYXA2iDWqSnAkFTINsPw Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633ad8979a8f7G37fac8857b89G633add30fabc9G0",-1
"Nguyễn Hải Khánh sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân...","Hi Tài,  Nguyễn Hải Khánh sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS38XVT05KvR0rKYlmc&u=61550245542793∣=633acb8766416G37fac8857b89G633ad020c66e8G0ⅇ=Af96A3L8BNg9wX4myDY03OlSmX8YI69X6mOBFUs-_Cxt-UMLepONmturZb_I-c9wt0a9uMo5y--P-_koHsWc-bg Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633acb8766416G37fac8857b89G633ad020c66e8G0",-1
"Nguyenn Anh Tu sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân nh...","Hi Tài,  Nguyenn Anh Tu sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS2Z_QbwK1w2Y5HR6L4&u=61550245542793∣=633a9cab2b3ecG37fac8857b89G633aa1448b6beG0ⅇ=Af9UZnv3ZaM5J9kT80uRj_0Qfc0TLalwaTHW11GVQHNbRNhaDsFI7iMjJciL4zeoZH8f3jidFNV7DYHvZUawKQY Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633a9cab2b3ecG37fac8857b89G633aa1448b6beG0",-1
"Nguyenn Anh Tu sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân nh...","Hi Tài,  Nguyenn Anh Tu sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS36MacbYwCF3JOEJZo&u=61550245542793∣=633a830943270G37fac8857b89G633a87a2a3542G0ⅇ=Af-ZsZ1wr5k5vUmxL7Rdrly5IrL2YOW97jrmor3Gd2NfkCFbvQHR4JT9QLkTOs1s_V5GEWHTLl9F5BT3JYPZ2z4 Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633a830943270G37fac8857b89G633a87a2a3542G0",-1
Are you the “T. Đặng” mentioned in Chemistry papers?,"Dear Tài,  The name “T. Đặng” was mentioned in a Chemistry paper uploaded to Academia.  Follow the link below to see all of your mentions:  https://www.academia.edu/keypass/UzI3ZHhBREh5SWVqYjQ4bnRITXJmQi9majFYT0ZMNTRCbVBFQnZXZERJND0tLXZiVWZSa3lPa0s3S1N6TWVNUTdZWmc9PQ==--8d3941c882b206cde2ac8a7ed503b3ccae927db0/t/vPCnk-SxTDwQr-DUqui/upgrade?feature=name_mentions&mentions_color=ri%3AChemistry&trigger=new-name-mentions  -----  Follow the link below to disable these notifications:  https://academia.edu/keypass/UzI3ZHhBREh5SWVqYjQ4bnRITXJmQi9majFYT0ZMNTRCbVBFQnZXZERJND0tLXZiVWZSa3lPa0s3S1N6TWVNUTdZWmc9PQ==--8d3941c882b206cde2ac8a7ed503b3ccae927db0/t/vPCnk-SxTDwQr-DUqui/confirm_unsubscribe/new_mentions  Academia.edu, 580 California St., Suite 400, San Francisco, CA, 94104",-1
"Quang Anh Dương sent a message to the group conversation ""27/4 ~ 4/5 tại nhà khênh đỡ má hoặc quân n...","Hi Tài,  Quang Anh Dương sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS2DUhH1Q5CXRmNQN6g&u=61550245542793∣=633a7535b5982G37fac8857b89G633a79cf15c54G0ⅇ=Af-vl8q6T9i5Mgyox_XQZqbGvPY-uzGr7Um9s6OD4QzLbnGpHA6pUqrqSzKGCl7zdaYtvRY2a7mqP5U540_21qA Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=633a7535b5982G37fac8857b89G633a79cf15c54G0",-1
